"Person.ID.1","Role.1","Year.of.Birth.1","Country.of.Birth.1","Home.Language.1","Dept.No..1","Faculty.No..1","With.PHD.1","No..of.Years.in.Uni.at.Time.of.Grant.1","Number.of.Successful.Grant.1","Number.of.Unsuccessful.Grant.1","A..1","A.1","B.1","C.1","index","age","y"
"77112","CHIEF_INVESTIGATOR",1960,"Great Britain","OtherNA","2763","25","No",">=0 to 5",2,1,12,10,5,0,1270,47,"1"
"87917","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","2653","25","No",">=0 to 5",2,0,4,1,0,1,1271,37,"1"
"4302","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","3198","31","No",">10 to 15",2,2,2,7,6,3,1272,42,"1"
"86672","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","2713","25","No",">=0 to 5",3,0,0,0,0,0,1273,32,"1"
"90602","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","1038","1","No",">=0 to 5",2,0,0,0,0,1,1274,42,"1"
"1952","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","1663","13","OtherNA","OtherNA",1,0,0,2,3,1,1275,52,"1"
"81117","CHIEF_INVESTIGATOR",1950,"Great Britain","English","2253","19","OtherNA","Less than 0",1,2,6,9,10,3,1276,57,"1"
"4302","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","3198","31","No",">10 to 15",2,2,2,7,6,3,1277,42,"0"
"18567","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","1038","1","No",">5 to 10",1,0,3,6,12,3,1278,57,"1"
"71247","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","593","7","No",">10 to 15",0,0,3,1,5,4,1279,62,"1"
"25217","CHIEF_INVESTIGATOR",1965,"Great Britain","OtherNA","2563","25","No",">=0 to 5",2,0,15,8,5,1,1280,42,"1"
"10577","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2653","25","OtherNA",">5 to 10",0,1,3,4,3,1,1281,47,"1"
"Other","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2778","25","No",">5 to 10",0,0,2,3,37,32,1282,57,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1283,37,"1"
"78752","CHIEF_INVESTIGATOR",1955,"Western Europe","OtherNA","2713","25","No",">10 to 15",1,1,7,6,3,0,1284,52,"1"
"135457","CHIEF_INVESTIGATOR",1975,"Western Europe","OtherNA","3198","31","OtherNA","Less than 0",0,0,2,0,14,2,1285,32,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1286,37,"1"
"6332","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","2678","25","OtherNA",">=0 to 5",1,0,4,5,5,1,1287,62,"1"
"66672","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","1258","34","No","more than 15",2,0,19,19,19,23,1288,47,"1"
"28342","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2153","19","No","Less than 0",1,0,0,4,6,0,1289,47,"1"
"783297","CHIEF_INVESTIGATOR",1975,"OtherNA","OtherNA","2538","25","OtherNA",">=0 to 5",1,0,0,0,0,0,1290,32,"1"
"15767","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","25","No",">=0 to 5",0,0,30,11,1,2,1291,42,"1"
"19287","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2578","25","No",">5 to 10",2,0,5,4,3,2,1292,57,"1"
"63962","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","1258","34","No","more than 15",2,0,1,16,8,4,1293,57,"1"
"25207","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","3708","10","No",">=0 to 5",1,2,0,3,2,5,1294,37,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1295,37,"1"
"488942","CHIEF_INVESTIGATOR",1975,"Asia Pacific","OtherNA","2558","25","OtherNA",">=0 to 5",0,0,0,0,0,0,1296,32,"1"
"17342","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">=0 to 5",0,7,7,17,17,3,1297,47,"1"
"12887","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2678","25","No","Less than 0",0,1,8,8,6,0,1298,47,"1"
"497907","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2578","25","No","Less than 0",0,0,3,1,1,0,1301,37,"1"
"67502","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","OtherNA",">5 to 10",0,0,0,3,6,1,1302,47,"1"
"23442","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","25","OtherNA",">=0 to 5",2,0,14,11,4,0,1303,37,"1"
"82502","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2603","25","OtherNA",">5 to 10",4,1,0,2,0,0,1304,47,"1"
"657727","CHIEF_INVESTIGATOR",1955,"OtherNA","OtherNA","Other","31","OtherNA","Less than 0",0,0,2,3,7,0,1305,52,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1306,37,"1"
"63782","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2553","25","No","more than 15",2,3,19,15,11,6,1307,57,"1"
"25217","CHIEF_INVESTIGATOR",1965,"Great Britain","OtherNA","2563","25","No",">=0 to 5",2,0,15,8,5,1,1308,42,"1"
"49532","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2523","25","OtherNA",">=0 to 5",1,0,0,1,0,1,1309,37,"1"
"705382","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","Other","31","No",">=0 to 5",0,0,1,1,4,0,1310,32,"1"
"67537","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2713","25","OtherNA","more than 15",0,0,0,1,1,6,1311,52,"1"
"75972","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2603","25","No",">=0 to 5",1,0,5,3,4,4,1312,47,"1"
"70712","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA","OtherNA",1,0,0,6,4,15,1313,52,"1"
"Other","CHIEF_INVESTIGATOR",1975,"OtherNA","OtherNA","3508","4","OtherNA","OtherNA",0,0,0,2,3,1,1314,32,"1"
"720017","CHIEF_INVESTIGATOR",1960,"OtherNA","OtherNA","2653","25","OtherNA",">=0 to 5",2,0,0,0,0,0,1315,47,"1"
"18377","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2923","25","No",">5 to 10",1,0,2,0,8,2,1316,47,"1"
"80372","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","3258","31","No","more than 15",0,0,6,3,5,0,1318,52,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1319,37,"1"
"13817","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","3258","31","OtherNA",">5 to 10",1,0,4,2,4,0,1320,42,"1"
"342122","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2543","25","No",">=0 to 5",0,0,0,3,18,3,1321,42,"1"
"40797","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2713","25","No",">=0 to 5",0,0,3,3,1,0,1322,47,"1"
"636257","CHIEF_INVESTIGATOR",1980,"OtherNA","OtherNA","2678","25","OtherNA","Less than 0",1,0,3,1,0,0,1323,27,"1"
"27527","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","3073","31","OtherNA","Less than 0",0,1,1,5,3,5,1324,57,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1325,37,"1"
"73917","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2653","25","OtherNA",">10 to 15",2,0,4,1,6,2,1326,52,"1"
"537","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2653","25","No",">10 to 15",2,0,14,11,14,3,1327,42,"1"
"3327","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","1578","13","No",">5 to 10",1,0,0,1,0,1,1328,57,"1"
"79567","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA",">5 to 10",0,0,4,4,7,2,1329,52,"1"
"46132","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","Other","25","No",">=0 to 5",2,3,6,5,1,0,1330,32,"1"
"76352","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2523","25","No",">10 to 15",1,0,5,8,1,1,1332,42,"1"
"1217","CHIEF_INVESTIGATOR",1960,"Australia","English","Other","31","No","more than 15",2,0,20,14,9,1,1333,47,"1"
"Other","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2653","25","OtherNA",">5 to 10",1,0,5,1,0,1,1334,42,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1335,37,"1"
"79022","CHIEF_INVESTIGATOR",1945,"Western Europe","OtherNA","2713","25","OtherNA","more than 15",2,0,29,26,9,2,1336,62,"1"
"68817","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2713","25","No",">10 to 15",0,2,3,10,9,1,1337,52,"1"
"67282","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2578","25","No",">5 to 10",0,2,5,3,5,5,1338,42,"1"
"67282","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2578","25","No",">5 to 10",0,2,5,3,5,5,1339,42,"1"
"89467","PRINCIPAL_SUPERVISOR",1960,"New Zealand","OtherNA","2678","25","OtherNA","OtherNA",1,0,8,2,2,0,1340,47,"1"
"143992","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","19","No",">=0 to 5",2,1,0,2,2,0,1341,37,"1"
"4502","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA",">=0 to 5",1,2,6,9,21,4,1342,52,"1"
"20497","CHIEF_INVESTIGATOR",1965,"Middle East and Africa","Other","1258","34","No",">5 to 10",0,0,0,5,0,1,1343,42,"1"
"39562","CHIEF_INVESTIGATOR",1945,"Great Britain","OtherNA","2153","19","No",">=0 to 5",1,0,3,3,4,0,1344,62,"1"
"1797","CHIEF_INVESTIGATOR",1960,"North America","OtherNA","2678","25","No",">5 to 10",3,7,0,9,7,0,1345,47,"1"
"82502","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2603","25","OtherNA",">5 to 10",4,1,0,2,0,0,1346,47,"1"
"71037","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No","more than 15",2,0,9,2,5,1,1347,47,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1348,37,"1"
"63117","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","653","7","No","more than 15",1,0,0,0,4,2,1349,52,"1"
"71867","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","2578","25","No","more than 15",3,1,7,21,31,15,1350,62,"1"
"79712","CHIEF_INVESTIGATOR",1955,"Australia","English","3943","31","No","more than 15",1,0,15,22,8,4,1351,52,"1"
"73882","CHIEF_INVESTIGATOR",1960,"Great Britain","OtherNA","2713","25","OtherNA","Less than 0",1,1,5,7,4,1,1352,47,"1"
"67467","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA",">5 to 10",2,0,2,2,4,0,1353,52,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1354,37,"1"
"98187","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2653","25","OtherNA","OtherNA",0,0,0,0,0,0,1355,57,"1"
"76432","CHIEF_INVESTIGATOR",1960,"Australia","English","2653","25","OtherNA",">=0 to 5",0,0,26,15,9,6,1356,47,"1"
"144462","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2578","25","OtherNA","Less than 0",0,0,1,1,1,0,1357,42,"1"
"35602","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2653","25","No",">=0 to 5",1,0,13,6,6,6,1359,42,"1"
"89487","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2563","25","OtherNA",">=0 to 5",1,0,3,4,5,5,1360,37,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1361,37,"1"
"Other","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2653","25","No",">5 to 10",0,0,7,25,10,2,1362,42,"1"
"44022","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","3508","4","OtherNA","OtherNA",1,3,0,0,4,0,1363,42,"1"
"Other","PRINCIPAL_SUPERVISOR",1965,"Australia","OtherNA","1258","34","No",">5 to 10",1,0,2,8,4,1,1364,42,"1"
"39272","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2713","25","OtherNA",">=0 to 5",0,1,0,2,3,0,1365,42,"1"
"13682","CHIEF_INVESTIGATOR",1965,"Western Europe","English","1258","34","No",">5 to 10",1,0,1,15,1,0,1366,42,"1"
"147502","CHIEF_INVESTIGATOR",1970,"Great Britain","English","2253","19","No",">=0 to 5",1,0,0,3,6,0,1367,37,"1"
"78782","PRINCIPAL_SUPERVISOR",1955,"Australia","OtherNA","2678","25","No",">10 to 15",4,0,1,3,14,3,1368,52,"1"
"9067","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2538","25","No","more than 15",3,3,10,15,4,3,1369,47,"1"
"117462","CHIEF_INVESTIGATOR",1965,"Great Britain","OtherNA","1258","34","No",">=0 to 5",0,1,1,6,1,0,1370,42,"1"
"8377","CHIEF_INVESTIGATOR",1955,"Great Britain","English","2553","25","No",">5 to 10",1,0,6,3,2,2,1371,52,"1"
"80502","CHIEF_INVESTIGATOR",1950,"Australia","English","2578","25","No",">5 to 10",0,0,0,2,3,1,1372,57,"1"
"78562","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","No","more than 15",0,0,6,6,5,3,1373,52,"1"
"89467","PRINCIPAL_SUPERVISOR",1960,"New Zealand","OtherNA","2678","25","OtherNA","OtherNA",1,0,8,2,2,0,1374,47,"1"
"10577","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2653","25","OtherNA",">5 to 10",0,1,3,4,3,1,1376,47,"1"
"9042","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3198","31","No","more than 15",2,0,8,17,2,1,1377,47,"1"
"147387","CHIEF_INVESTIGATOR",1965,"Eastern Europe","OtherNA","3198","31","OtherNA","Less than 0",1,0,4,3,2,0,1378,42,"1"
"493767","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2538","25","No",">=0 to 5",1,0,2,1,3,1,1379,42,"1"
"44252","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">=0 to 5",0,0,4,1,0,0,1380,47,"1"
"16137","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2653","25","OtherNA",">5 to 10",1,5,4,6,2,0,1381,57,"1"
"449272","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">=0 to 5",1,1,1,15,13,15,1382,47,"1"
"417","CHIEF_INVESTIGATOR",1940,"Australia","OtherNA","593","7","OtherNA",">=0 to 5",0,0,0,8,10,1,1383,67,"1"
"27757","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","OtherNA",">5 to 10",2,0,11,6,5,0,1384,47,"1"
"Other","CHIEF_INVESTIGATOR",1965,"OtherNA","OtherNA","2653","25","OtherNA",">=0 to 5",0,0,0,0,0,0,1385,42,"1"
"113607","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","603","7","OtherNA",">=0 to 5",0,0,0,1,0,3,1386,37,"1"
"10577","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2653","25","OtherNA",">5 to 10",0,1,3,4,3,1,1387,47,"1"
"9732","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3048","31","No",">10 to 15",1,0,26,9,7,0,1388,47,"1"
"76352","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2523","25","No",">10 to 15",1,0,5,8,1,1,1389,42,"1"
"78967","CHIEF_INVESTIGATOR",1955,"Western Europe","OtherNA","Other","25","No","more than 15",0,0,5,6,4,2,1390,52,"1"
"736497","CHIEF_INVESTIGATOR",1975,"OtherNA","OtherNA","2538","25","OtherNA",">=0 to 5",1,0,0,0,0,0,1391,32,"1"
"144462","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2578","25","OtherNA","Less than 0",0,0,1,1,1,0,1392,42,"1"
"9067","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2538","25","No","more than 15",3,3,10,15,4,3,1393,47,"1"
"75377","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2053","19","No","more than 15",1,1,19,7,12,14,1394,52,"1"
"575052","CHIEF_INVESTIGATOR",1965,"OtherNA","OtherNA","3943","31","No",">=0 to 5",0,0,3,0,0,0,1395,42,"1"
"80437","CHIEF_INVESTIGATOR",1955,"Australia","English","2578","25","No",">10 to 15",0,0,2,4,4,3,1396,52,"1"
"40947","CHIEF_INVESTIGATOR",1965,"Australia","English","2653","25","No",">=0 to 5",0,2,6,2,0,1,1398,42,"1"
"12887","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2678","25","No","Less than 0",0,1,8,8,6,0,1399,47,"1"
"3167","PRINCIPAL_SUPERVISOR",1950,"Australia","OtherNA","Other","25","No","Less than 0",1,0,1,4,3,0,1401,57,"1"
"705382","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","Other","31","No",">=0 to 5",0,0,1,1,4,0,1402,32,"1"
"98212","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2653","25","OtherNA","more than 15",1,1,9,7,3,0,1403,42,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1404,37,"1"
"67932","CHIEF_INVESTIGATOR",1960,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,6,10,7,6,1405,47,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1406,37,"1"
"34737","CHIEF_INVESTIGATOR",1970,"North America","OtherNA","2603","25","No","Less than 0",1,5,2,8,10,1,1407,37,"1"
"1982","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3258","31","No",">10 to 15",0,0,6,6,1,0,1408,47,"1"
"728002","CHIEF_INVESTIGATOR",1975,"OtherNA","OtherNA","2653","25","OtherNA",">=0 to 5",1,0,1,1,0,1,1410,32,"1"
"7597","CHIEF_INVESTIGATOR",1955,"Eastern Europe","English","3048","31","No",">5 to 10",2,0,10,8,13,10,1412,52,"1"
"1757","CHIEF_INVESTIGATOR",1950,"Asia Pacific","OtherNA","2923","25","OtherNA","Less than 0",0,1,1,2,10,8,1413,57,"1"
"39562","CHIEF_INVESTIGATOR",1945,"Great Britain","OtherNA","2153","19","No",">=0 to 5",1,0,3,3,4,0,1414,62,"1"
"31707","PRINCIPAL_SUPERVISOR",1965,"Australia","OtherNA","2558","25","OtherNA",">5 to 10",0,0,3,4,1,0,1415,42,"1"
"39272","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2713","25","OtherNA",">=0 to 5",0,1,0,2,3,0,1416,42,"1"
"89472","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","3048","31","No",">=0 to 5",1,1,16,2,3,0,1417,37,"1"
"1797","CHIEF_INVESTIGATOR",1960,"North America","OtherNA","2678","25","No",">5 to 10",3,7,0,9,7,0,1418,47,"1"
"1687","CHIEF_INVESTIGATOR",1960,"Great Britain","OtherNA","2603","25","No",">10 to 15",1,0,10,10,3,1,1420,47,"1"
"111122","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","3048","31","No",">=0 to 5",1,0,4,5,5,0,1421,37,"1"
"730092","CHIEF_INVESTIGATOR",1975,"OtherNA","OtherNA","2653","25","OtherNA",">=0 to 5",1,0,1,0,0,0,1422,32,"1"
"78947","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2553","25","OtherNA","Less than 0",1,1,1,4,4,1,1423,47,"1"
"67467","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA",">5 to 10",2,0,2,2,4,0,1424,52,"1"
"3182","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2523","25","No",">5 to 10",0,0,0,6,20,20,1425,42,"1"
"23442","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","25","OtherNA",">=0 to 5",2,0,14,11,4,0,1426,37,"1"
"22707","CHIEF_INVESTIGATOR",1965,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,2,4,1,3,1427,42,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1429,37,"1"
"79032","DELEGATED_RESEARCHER",1955,"Australia","OtherNA","2713","25","No","more than 15",0,1,4,11,8,4,1430,52,"1"
"80232","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3198","31","No","more than 15",0,0,10,7,36,3,1431,47,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1432,37,"1"
"638122","CHIEF_INVESTIGATOR",1970,"OtherNA","OtherNA","Other","58","OtherNA",">=0 to 5",0,0,0,0,0,0,1433,37,"1"
"63757","CHIEF_INVESTIGATOR",1960,"Great Britain","OtherNA","2553","25","No",">10 to 15",0,1,6,4,0,3,1434,47,"1"
"Other","CHIEF_INVESTIGATOR",1965,"Eastern Europe","Other","2678","25","OtherNA","Less than 0",1,0,1,3,2,1,1435,42,"1"
"9227","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","1258","34","No",">=0 to 5",0,3,0,3,4,4,1436,37,"1"
"39562","CHIEF_INVESTIGATOR",1945,"Great Britain","OtherNA","2153","19","No",">=0 to 5",1,0,3,3,4,0,1437,62,"1"
"730092","CHIEF_INVESTIGATOR",1975,"OtherNA","OtherNA","2653","25","OtherNA",">=0 to 5",1,0,1,0,0,0,1438,32,"1"
"10352","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","2763","25","OtherNA","OtherNA",1,2,1,3,1,0,1439,32,"1"
"82497","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","1258","34","OtherNA","Less than 0",0,0,1,4,1,3,1440,47,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1441,37,"1"
"720017","CHIEF_INVESTIGATOR",1960,"OtherNA","OtherNA","2653","25","OtherNA",">=0 to 5",2,0,0,0,0,0,1442,47,"1"
"82837","CHIEF_INVESTIGATOR",1965,"Western Europe","Other","3073","31","OtherNA","Less than 0",0,0,0,1,0,0,1443,42,"1"
"76352","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2523","25","No",">10 to 15",1,0,5,8,1,1,1444,42,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1445,37,"1"
"9757","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">5 to 10",0,0,11,8,2,3,1446,47,"1"
"27757","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","OtherNA",">5 to 10",2,0,11,6,5,0,1447,47,"1"
"73422","CHIEF_INVESTIGATOR",1960,"Great Britain","OtherNA","2713","25","No",">10 to 15",0,0,8,9,6,6,1448,47,"1"
"126162","CHIEF_INVESTIGATOR",1970,"Asia Pacific","OtherNA","1678","13","No",">=0 to 5",0,0,0,1,0,0,1449,37,"1"
"132232","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","2523","25","No",">=0 to 5",1,0,6,0,1,0,1450,32,"1"
"44252","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">=0 to 5",0,0,4,1,0,0,1451,47,"1"
"79057","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2603","25","OtherNA",">5 to 10",1,0,2,2,2,0,1452,52,"1"
"7597","CHIEF_INVESTIGATOR",1955,"Eastern Europe","English","3048","31","No",">5 to 10",2,0,10,8,13,10,1454,52,"1"
"47257","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","Other","25","No",">=0 to 5",0,0,0,1,0,0,1455,32,"1"
"36252","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2973","25","No",">=0 to 5",0,4,2,23,10,20,1456,47,"1"
"Other","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2653","25","No",">5 to 10",0,0,7,25,10,2,1457,42,"1"
"74822","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","Other","25","No",">10 to 15",1,0,5,0,2,0,1458,57,"1"
"66007","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","31","No","more than 15",0,0,2,23,11,2,1459,52,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1460,37,"1"
"15767","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","25","No",">=0 to 5",0,0,30,11,1,2,1461,42,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1462,37,"1"
"33312","PRINCIPAL_SUPERVISOR",1965,"Australia","OtherNA","Other","25","No",">5 to 10",0,0,2,4,4,1,1463,42,"1"
"95202","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","58","OtherNA","OtherNA",0,0,0,0,0,0,1464,37,"1"
"96717","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA",">=0 to 5",1,0,5,14,13,6,1465,52,"1"
"71402","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2553","25","No",">=0 to 5",0,0,1,6,6,1,1466,47,"1"
"33752","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2578","25","OtherNA",">5 to 10",1,0,1,0,0,0,1467,47,"1"
"63782","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2553","25","No","more than 15",2,3,19,15,11,6,1468,57,"1"
"63552","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","2558","25","OtherNA","Less than 0",1,0,0,5,0,2,1469,62,"1"
"89742","CHIEF_INVESTIGATOR",1975,"Australia","English","Other","64","OtherNA","OtherNA",0,0,0,0,0,0,1471,32,"1"
"32907","CHIEF_INVESTIGATOR",1965,"Western Europe","Other","1678","13","No",">=0 to 5",0,0,0,2,10,1,1472,42,"1"
"26107","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2558","25","No",">5 to 10",2,1,1,4,5,0,1473,37,"1"
"72957","CHIEF_INVESTIGATOR",1960,"New Zealand","OtherNA","3048","31","No",">10 to 15",1,1,22,6,14,23,1474,47,"1"
"78132","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","3508","4","No",">5 to 10",2,0,2,6,0,0,1475,37,"1"
"500157","PRINCIPAL_SUPERVISOR",1970,"Australia","English","3258","31","No",">=0 to 5",2,0,10,1,2,0,1476,37,"1"
"19897","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","3123","31","OtherNA","Less than 0",1,0,1,12,1,0,1477,37,"1"
