Grant.Status,A..papers,A.papers,B.papers,C.papers,Dif.countries,Perc_non_australian,Number.people,PHD,Max.years.univ,Grants.succ,Grants.unsucc,Departments,Perc.Lang.Eng,Perc.Lang.Other,Dif.Role,Perc.CHIEF.INVESTIGATOR,Average.Age,Weekday,Month,Day.of.Month,Day.of.Year,Season,Sponsor.Code,Grant.Category.Code,Contract.Value.Band,RFCD.0,RFCD.1,RFCD.2,RFCD.3,RFCD.4,RFCD.5,RFCD.6,RFCD.7,RFCD.8,RFCD.9,RFCD.10,RFCD.11,RFCD.12,RFCD.13,RFCD.14,RFCD.15,RFCD.16,RFCD.17,RFCD.18,RFCD.19,RFCD.20,RFCD.21,RFCD.22,RFCD.23,RFCD.24,SEO.0,SEO.1,SEO.2,SEO.3,SEO.4,SEO.5,SEO.6,SEO.7,SEO.8,SEO.9,SEO.10,SEO.11,SEO.12,SEO.13,SEO.14,SEO.15,SEO.16,SEO.17,SEO.18,SEO.19
1,0.0,9.0,7.0,0.0,2,0.0,2,2.0,20.0,3.0,8.0,2,0.0,0.0,2,0.6666666666666666,54.5,6,1,1,1,1,4.0,7.0,100000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,0.0,2.0,0.0,0.0,1,1.0,1,0.0,10.0,4.0,1.0,1,0.0,0.0,2,0.5,57.0,6,1,1,1,1,4.0,1.0,500000,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,9.0,2.0,5.0,1.0,1,1.0,1,1.0,20.0,2.0,0.0,1,0.0,0.0,1,1.0,57.0,6,1,1,1,1,4.0,7.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,47.0,6,1,1,1,1,0.0,0.0,2000000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,4.0,2.0,1,1.0,1,1.0,20.0,1.0,0.0,1,0.0,0.0,1,1.0,62.0,6,1,1,1,1,2.0,1.0,200000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1,7.0,21.0,31.0,15.0,1,1.0,1,1.0,20.0,3.0,1.0,1,0.0,0.0,2,0.3333333333333333,72.0,6,1,1,1,1,4.0,1.0,500000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,15.0,22.0,8.0,4.0,1,1.0,1,1.0,20.0,1.0,0.0,1,1.0,0.0,2,0.5,62.0,6,1,1,1,1,2.0,1.0,400000,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.0,7.0,4.0,1.0,1,0.0,1,0.0,0.0,1.0,1.0,1,0.0,0.0,1,1.0,57.0,6,1,1,1,1,4.0,1.0,200000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.0,2.0,4.0,0.0,1,1.0,1,0.0,10.0,2.0,0.0,1,0.0,0.0,2,0.3333333333333333,62.0,6,1,1,1,1,4.0,1.0,300000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
1,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,47.0,6,1,1,1,1,0.0,0.0,200000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,67.0,6,1,1,1,1,4.0,7.0,50000,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,26.0,15.0,9.0,6.0,1,1.0,1,0.0,5.0,0.0,0.0,1,1.0,0.0,2,0.3333333333333333,57.0,6,1,1,1,1,2.0,1.0,500000,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1.0,1.0,1.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.5,52.0,6,1,1,1,1,4.0,1.0,500000,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,55.27897480510376,6,1,1,1,1,2.0,1.0,1000000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
1,13.0,6.0,6.0,6.0,1,1.0,1,1.0,5.0,1.0,0.0,1,0.0,0.0,1,1.0,52.0,6,1,1,1,1,4.0,7.0,50000,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.0,4.0,5.0,5.0,1,1.0,2,1.0,15.0,3.0,0.0,2,0.0,0.0,1,1.0,57.0,6,1,1,1,1,4.0,1.0,1000000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.5,52.0,6,1,1,1,1,0.0,0.0,500000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.0,25.0,10.0,2.0,1,1.0,3,1.0,10.0,0.0,0.0,1,0.0,0.0,3,0.5,50.33333333333334,6,1,1,1,1,32.0,6.0,100000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,4.0,0.0,1,1.0,1,0.0,0.0,1.0,3.0,1,0.0,0.0,1,1.0,52.0,6,1,1,1,1,2.0,1.0,100000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
1,4.0,34.0,11.0,3.0,1,1.0,3,3.0,30.0,1.0,0.0,1,0.0,0.0,2,0.6666666666666666,52.0,6,1,1,1,1,2.0,1.0,300000,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,2.0,3.0,0.0,1,1.0,1,0.0,5.0,0.0,1.0,1,0.0,0.0,2,0.5,52.0,6,1,1,1,1,4.0,7.0,50000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.0,15.0,1.0,0.0,1,0.0,1,1.0,10.0,1.0,0.0,1,1.0,0.0,1,1.0,52.0,6,1,1,1,1,2.0,1.0,300000,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,3.0,6.0,0.0,1,0.0,1,1.0,5.0,1.0,0.0,1,1.0,0.0,1,1.0,47.0,6,1,1,1,1,2.0,1.0,200000,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1.0,3.0,14.0,3.0,1,1.0,2,2.0,20.0,5.0,0.0,1,0.0,0.0,4,0.16666666666666666,52.0,6,1,1,1,1,40.0,5.0,200000,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,13.0,23.0,5.0,3.0,2,0.6666666666666666,3,3.0,50.0,3.0,5.0,3,0.0,1.0,3,0.5,60.33333333333334,6,1,1,1,1,2.0,1.0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1,1.0,6.0,1.0,0.0,1,0.0,1,1.0,5.0,0.0,1.0,1,0.0,0.0,2,0.5,52.0,6,1,1,1,1,4.0,7.0,100000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,6.0,3.0,2.0,2.0,1,0.0,2,2.0,25.0,2.0,1.0,1,1.0,0.0,1,1.0,59.5,6,1,1,1,1,75.0,5.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,2.0,3.0,1.0,1,1.0,2,2.0,25.0,2.0,0.0,1,1.0,0.0,2,0.6666666666666666,64.5,6,1,1,1,1,4.0,1.0,400000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,6.0,6.0,5.0,3.0,1,1.0,1,1.0,20.0,0.0,0.0,1,0.0,0.0,2,0.16666666666666666,62.0,6,1,1,1,1,4.0,1.0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8.0,2.0,2.0,0.0,1,0.0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,2,0.0,57.0,6,1,1,1,1,4.0,7.0,50000,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,55.27897480510376,6,1,1,1,1,0.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.0,4.0,3.0,1.0,1,1.0,1,0.0,10.0,0.0,1.0,1,0.0,0.0,2,0.5,57.0,6,1,1,1,1,4.0,1.0,400000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8.0,17.0,2.0,1.0,1,1.0,1,1.0,20.0,2.0,0.0,1,0.0,0.0,1,1.0,57.0,6,1,1,1,1,2.0,1.0,300000,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4.0,3.0,2.0,0.0,1,0.0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,1,1.0,52.0,6,1,1,1,1,2.0,1.0,400000,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,2.0,1.0,3.0,1.0,1,1.0,1,1.0,5.0,1.0,0.0,1,0.0,0.0,1,1.0,52.0,6,1,1,1,1,4.0,1.0,500000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,10.0,9.0,8.0,6.0,1,1.0,3,1.0,40.0,0.0,0.0,1,0.0,0.0,2,0.75,62.0,6,1,1,1,1,4.0,1.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1,4.0,6.0,2.0,0.0,1,1.0,1,0.0,10.0,1.0,5.0,1,0.0,0.0,1,1.0,67.0,6,1,1,1,1,4.0,1.0,500000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.0,15.0,13.0,15.0,1,1.0,1,1.0,5.0,1.0,1.0,1,0.0,0.0,1,1.0,57.0,6,1,1,1,1,4.0,7.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,8.0,10.0,1.0,1,1.0,1,0.0,5.0,0.0,0.0,1,0.0,0.0,2,0.5,77.0,6,1,1,1,1,2.0,1.0,100000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,11.0,6.0,5.0,0.0,1,1.0,2,0.0,15.0,4.0,0.0,2,0.0,0.0,1,1.0,54.5,6,1,1,1,1,4.0,1.0,300000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,1,1.0,2,1.0,15.0,0.0,0.0,2,0.0,0.0,1,1.0,52.0,6,1,1,1,1,0.0,0.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,1.0,0.0,3.0,2,0.5,2,1.0,20.0,1.0,0.0,2,0.0,0.0,3,0.4,57.0,6,1,1,1,1,2.0,1.0,50000,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,3.0,4.0,3.0,1.0,1,1.0,2,0.0,15.0,1.0,1.0,2,0.0,0.0,1,1.0,57.0,6,1,1,1,1,4.0,1.0,500000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,26.0,9.0,7.0,0.0,1,1.0,1,1.0,15.0,1.0,0.0,1,0.0,0.0,1,1.0,57.0,6,1,1,1,1,4.0,7.0,50000,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,5.0,8.0,1.0,1.0,1,1.0,2,2.0,25.0,1.0,0.0,2,0.0,0.0,2,0.3333333333333333,52.0,6,1,1,1,1,4.0,1.0,300000,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,5.0,6.0,4.0,2.0,1,0.0,1,1.0,20.0,0.0,0.0,1,0.0,0.0,1,1.0,62.0,6,1,1,1,1,4.0,1.0,500000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,0.0,0.0,0.0,0,0.0,1,0.0,5.0,1.0,0.0,1,0.0,0.0,1,1.0,42.0,6,1,1,1,1,4.0,1.0,300000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1.0,1.0,1.0,0.0,1,1.0,2,1.0,5.0,1.0,0.0,1,0.0,0.0,1,1.0,54.5,6,1,1,1,1,4.0,1.0,500000,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,10.0,15.0,4.0,3.0,1,1.0,1,1.0,20.0,3.0,3.0,1,0.0,0.0,1,1.0,57.0,6,1,1,1,1,4.0,7.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,19.0,7.0,12.0,14.0,1,1.0,1,1.0,20.0,1.0,1.0,1,0.0,0.0,1,1.0,62.0,6,1,1,1,1,0.0,0.0,50000,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3.0,0.0,0.0,0.0,0,0.0,1,1.0,5.0,0.0,0.0,1,0.0,0.0,1,1.0,52.0,6,1,1,1,1,4.0,1.0,1000000,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,2.0,4.0,4.0,3.0,1,1.0,1,1.0,15.0,0.0,0.0,1,1.0,0.0,1,1.0,62.0,6,1,1,1,1,4.0,7.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,55.27897480510376,6,1,1,1,1,0.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.0,2.0,0.0,1.0,2,0.5,2,2.0,15.0,2.0,2.0,2,1.0,0.0,1,1.0,57.0,6,1,1,1,1,2.0,1.0,200000,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
1,41.0,64.0,26.0,9.0,1,1.0,6,2.0,50.0,1.0,1.0,2,0.0,0.0,3,0.7142857142857143,59.5,6,1,1,1,1,4.0,1.0,300000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,55.27897480510376,6,1,1,1,1,0.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,4.0,3.0,0.0,1,1.0,2,1.0,15.0,3.0,0.0,2,0.0,0.0,3,0.3333333333333333,64.5,6,1,1,1,1,32.0,6.0,300000,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1.0,1.0,4.0,0.0,1,1.0,1,1.0,5.0,0.0,0.0,1,0.0,0.0,1,1.0,42.0,6,1,1,1,1,219.0,3.0,200000,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,9.0,7.0,3.0,0.0,1,1.0,1,0.0,20.0,1.0,1.0,1,0.0,0.0,1,1.0,52.0,6,1,1,1,1,32.0,6.0,300000,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,47.0,6,1,1,1,1,0.0,0.0,1000000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8.0,13.0,11.0,10.0,2,0.5,3,2.0,30.0,2.0,3.0,1,0.0,0.0,3,0.5,60.33333333333334,6,1,1,1,1,84.0,6.0,100000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,47.0,6,1,1,1,1,0.0,0.0,1000000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.0,8.0,10.0,1.0,2,0.5,2,2.0,10.0,1.0,5.0,2,0.0,0.0,1,1.0,49.5,6,1,1,1,1,2.0,1.0,200000,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,6.0,6.0,1.0,0.0,1,1.0,1,1.0,15.0,0.0,0.0,1,0.0,0.0,1,1.0,57.0,6,1,1,1,1,4.0,7.0,50000,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,55.27897480510376,6,1,1,1,1,4.0,1.0,500000,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1,1.0,1.0,0.0,1.0,0,0.0,1,0.0,5.0,1.0,0.0,1,0.0,0.0,1,1.0,42.0,6,1,1,1,1,4.0,1.0,200000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,55.27897480510376,6,1,1,1,1,0.0,0.0,400000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.0,8.0,13.0,10.0,1,0.0,1,1.0,10.0,2.0,0.0,1,1.0,0.0,2,0.5,62.0,6,1,1,1,1,2.0,1.0,200000,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
1,1.0,2.0,10.0,8.0,1,0.0,1,0.0,0.0,0.0,1.0,1,0.0,0.0,1,1.0,67.0,6,1,1,1,1,4.0,7.0,50000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3.0,3.0,4.0,0.0,2,0.5,2,1.0,10.0,1.0,0.0,1,0.0,0.0,2,0.5,72.0,6,1,1,1,1,0.0,0.0,100000,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.0,4.0,1.0,0.0,1,1.0,1,0.0,10.0,0.0,0.0,1,0.0,0.0,2,0.0,52.0,6,1,1,1,1,32.0,6.0,200000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,0.0,2.0,3.0,0.0,1,1.0,1,0.0,5.0,0.0,1.0,1,0.0,0.0,2,0.5,52.0,6,1,1,1,1,4.0,7.0,50000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,16.0,2.0,3.0,0.0,1,1.0,1,1.0,5.0,1.0,1.0,1,0.0,0.0,1,1.0,47.0,6,1,1,1,1,47.0,5.0,50000,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,9.0,7.0,0.0,2,0.0,2,2.0,20.0,3.0,8.0,2,0.0,0.0,2,0.6666666666666666,54.5,6,1,1,1,1,4.0,7.0,100000,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,55.27897480510376,6,1,1,1,1,4.0,1.0,1000000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,10.0,10.0,3.0,1.0,2,0.5,2,2.0,20.0,1.0,1.0,2,0.0,0.0,1,1.0,49.5,6,1,1,1,1,4.0,1.0,500000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,4.0,5.0,5.0,0.0,1,1.0,2,2.0,10.0,3.0,1.0,2,0.0,0.0,2,0.5,49.5,6,1,1,1,1,34.0,8.0,50000,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
