,A..papers,A.papers,B.papers,C.papers,Dif.countries,Perc_non_australian,Number.people,PHD,Max.years.univ,Grants.succ,Grants.unsucc,Departments,Perc.Lang.Eng,Perc.Lang.Other,Dif.Role,Perc.CHIEF.INVESTIGATOR,Average.Age,Weekday,Month,Day.of.Month,Day.of.Year,Season,Sponsor.Code,Grant.Category.Code,Contract.Value.Band,RFCD.Code,SEO.Code
1606,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,1.0,0.0,1,1.0,0.0,1,1.0,42.0,1,2,14,45,1,56.0,2.0,50000,"[2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1607,2.0,15.0,7.0,3.0,1,1.0,1,0.0,10.0,0.0,2.0,1,0.0,0.0,1,1.0,57.0,1,2,14,45,1,4.0,1.0,1000000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
1608,68.0,25.0,6.0,4.0,1,1.0,1,0.0,15.0,2.0,0.0,1,0.0,0.0,1,1.0,52.0,1,2,14,45,1,4.0,1.0,1000000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
1609,3.0,3.0,5.0,3.0,1,1.0,1,0.0,5.0,1.0,0.0,1,0.0,0.0,1,1.0,72.0,1,2,14,45,1,4.0,1.0,1000000,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
1610,12.0,23.0,8.0,7.0,1,1.0,1,1.0,10.0,1.0,1.0,1,0.0,0.0,1,1.0,47.0,1,2,14,45,1,4.0,1.0,0,"[4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
1611,4.0,5.0,5.0,1.0,1,1.0,1,0.0,5.0,2.0,0.0,1,0.0,0.0,1,1.0,72.0,1,2,14,45,1,4.0,1.0,1000000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1612,9.0,2.0,5.0,1.0,2,0.5,2,2.0,25.0,2.0,0.0,1,1.0,0.0,1,1.0,54.5,1,2,14,45,1,0.0,0.0,50000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1613,5.0,7.0,4.0,1.0,1,0.0,1,0.0,0.0,2.0,1.0,1,0.0,0.0,1,1.0,57.0,1,2,14,45,1,4.0,1.0,200000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1614,11.0,23.0,4.0,9.0,1,1.0,1,1.0,0.0,1.0,0.0,1,0.0,0.0,1,1.0,62.0,1,2,14,45,1,4.0,1.0,1000000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
1615,2.0,6.0,7.0,1.0,1,1.0,1,1.0,15.0,1.0,2.0,1,0.0,0.0,1,1.0,67.0,1,2,14,45,1,4.0,1.0,0,"[2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1616,9.0,1.0,4.0,1.0,1,1.0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,2,0.5,62.0,1,2,14,45,1,51.0,7.0,50000,"[3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
1617,7.0,25.0,10.0,2.0,1,1.0,1,1.0,10.0,0.0,1.0,1,0.0,0.0,1,1.0,52.0,1,2,14,45,1,4.0,1.0,0,"[4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
1618,3.0,12.0,6.0,1.0,1,1.0,1,0.0,15.0,1.0,0.0,1,0.0,0.0,1,1.0,52.0,1,2,14,45,1,4.0,1.0,1000000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1619,0.0,0.0,0.0,0.0,1,0.0,1,0.0,5.0,0.0,3.0,1,0.0,0.0,1,1.0,47.0,1,2,14,45,1,86.0,6.0,0,"[3, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
1620,5.0,1.0,0.0,1.0,1,1.0,1,0.0,10.0,1.0,1.0,1,0.0,0.0,1,1.0,52.0,1,2,14,45,1,4.0,1.0,0,"[3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
1621,4.0,26.0,8.0,5.0,1,1.0,1,1.0,15.0,2.0,0.0,1,0.0,0.0,2,0.0,72.0,2,2,15,46,1,2.0,1.0,300000,"[2, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1622,16.0,15.0,5.0,0.0,1,1.0,3,3.0,40.0,2.0,2.0,1,0.0,0.0,3,0.3333333333333333,57.0,2,2,15,46,1,2.0,1.0,300000,"[2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
1623,14.0,25.0,7.0,9.0,2,0.5,3,2.0,40.0,1.0,0.0,1,0.0,0.0,1,1.0,60.333333333333336,2,2,15,46,1,4.0,1.0,0,"[3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1624,3.0,3.0,4.0,14.0,2,0.5,2,1.0,20.0,0.0,0.0,1,0.0,0.0,2,0.6666666666666666,54.5,2,2,15,46,1,0.0,0.0,50000,"[2, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
1625,1.0,16.0,8.0,6.0,1,1.0,4,3.0,55.0,0.0,0.0,1,1.0,0.0,2,0.6666666666666666,58.25,2,2,15,46,1,4.0,1.0,0,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
1626,1.0,16.0,8.0,6.0,1,1.0,4,3.0,55.0,0.0,0.0,1,1.0,0.0,2,0.6666666666666666,58.25,2,2,15,46,1,4.0,1.0,200000,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
1627,4.0,3.0,2.0,1.0,1,1.0,2,0.0,20.0,0.0,0.0,2,0.0,0.0,2,0.5,59.5,2,2,15,46,1,4.0,1.0,0,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1628,0.0,1.0,5.0,1.0,1,0.0,1,0.0,0.0,1.0,0.0,1,0.0,0.0,1,1.0,47.0,2,2,15,46,1,5.0,6.0,50000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1629,9.0,3.0,4.0,12.0,1,1.0,1,0.0,5.0,0.0,1.0,1,0.0,0.0,1,1.0,62.0,2,2,15,46,1,4.0,1.0,0,"[4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
1630,57.0,31.0,10.0,10.0,2,0.75,4,4.0,50.0,3.0,0.0,1,1.0,0.0,2,0.5714285714285714,63.25,4,2,17,48,1,4.0,1.0,0,"[3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1631,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,,4,2,17,48,1,188.0,10.0,100000,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1632,6.0,6.0,5.0,3.0,1,1.0,1,1.0,20.0,2.0,0.0,1,0.0,0.0,2,0.2,62.0,4,2,17,48,1,4.0,1.0,0,"[4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1633,25.0,20.0,17.0,6.0,1,1.0,6,5.0,70.0,7.0,2.0,1,1.0,0.0,2,0.75,61.166666666666664,4,2,17,48,1,2.0,1.0,400000,"[2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
1634,0.0,0.0,0.0,0.0,1,1.0,1,0.0,15.0,0.0,1.0,1,0.0,0.0,1,1.0,67.0,4,2,17,48,1,4.0,7.0,1000000,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
1635,3.0,2.0,13.0,10.0,2,0.6666666666666666,3,1.0,10.0,1.0,2.0,1,0.0,0.0,2,0.75,60.333333333333336,4,2,17,48,1,40.0,5.0,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1636,0.0,1.0,0.0,0.0,1,1.0,1,0.0,5.0,2.0,0.0,1,0.0,0.0,1,1.0,47.0,4,2,17,48,1,4.0,7.0,500000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
1637,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,,4,2,17,48,1,188.0,10.0,100000,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1638,0.0,1.0,0.0,0.0,1,1.0,1,0.0,5.0,2.0,0.0,1,0.0,0.0,2,0.5,47.0,4,2,17,48,1,4.0,7.0,400000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1639,7.0,8.0,5.0,2.0,1,0.0,1,1.0,5.0,0.0,1.0,1,0.0,0.0,1,1.0,47.0,4,2,17,48,1,4.0,1.0,1000000,"[3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1640,5.0,7.0,4.0,1.0,1,0.0,1,0.0,0.0,2.0,1.0,1,0.0,0.0,1,1.0,57.0,0,2,20,51,1,179.0,2.0,200000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1641,4.0,6.0,2.0,0.0,1,1.0,1,0.0,10.0,1.0,6.0,1,0.0,0.0,1,1.0,67.0,0,2,20,51,1,188.0,10.0,100000,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1642,1.0,8.0,6.0,0.0,1,1.0,1,0.0,5.0,0.0,3.0,1,0.0,0.0,1,1.0,67.0,0,2,20,51,1,4.0,7.0,50000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1643,0.0,11.0,23.0,19.0,1,1.0,3,2.0,25.0,4.0,0.0,2,0.0,0.0,2,0.6,65.33333333333333,0,2,20,51,1,234.0,5.0,100000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
1644,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,,0,2,20,51,1,188.0,10.0,100000,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1645,7.0,17.0,17.0,3.0,1,1.0,1,1.0,5.0,0.0,9.0,1,0.0,0.0,1,1.0,57.0,0,2,20,51,1,188.0,10.0,100000,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1646,5.0,1.0,0.0,0.0,1,1.0,1,0.0,5.0,0.0,5.0,1,0.0,0.0,1,1.0,67.0,0,2,20,51,1,188.0,10.0,100000,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1647,0.0,0.0,0.0,0.0,0,0.0,1,0.0,5.0,1.0,5.0,1,0.0,0.0,1,1.0,52.0,0,2,20,51,1,188.0,10.0,100000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1648,3.0,5.0,15.0,3.0,1,0.0,1,1.0,15.0,0.0,5.0,1,0.0,0.0,1,1.0,67.0,0,2,20,51,1,179.0,2.0,1000000,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
1649,3.0,5.0,15.0,3.0,1,0.0,1,1.0,15.0,0.0,5.0,1,0.0,0.0,1,1.0,67.0,0,2,20,51,1,179.0,2.0,1000000,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
1650,10.0,4.0,1.0,0.0,1,1.0,1,0.0,10.0,0.0,1.0,1,0.0,0.0,1,1.0,52.0,0,2,20,51,1,188.0,10.0,100000,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1651,42.0,55.0,18.0,4.0,1,1.0,4,2.0,35.0,3.0,8.0,3,0.0,0.0,2,0.8,62.0,0,2,20,51,1,188.0,10.0,100000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1652,5.0,1.0,0.0,0.0,1,1.0,1,0.0,5.0,0.0,5.0,1,0.0,0.0,1,1.0,67.0,0,2,20,51,1,188.0,10.0,100000,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1653,0.0,0.0,0.0,0.0,0,0.0,1,0.0,5.0,0.0,1.0,1,0.0,0.0,1,1.0,37.0,0,2,20,51,1,188.0,10.0,0,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1654,5.0,1.0,0.0,0.0,1,1.0,1,0.0,5.0,0.0,5.0,1,0.0,0.0,1,1.0,67.0,0,2,20,51,1,188.0,10.0,100000,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1655,7.0,17.0,17.0,3.0,1,1.0,1,1.0,5.0,0.0,9.0,1,0.0,0.0,1,1.0,57.0,0,2,20,51,1,188.0,10.0,100000,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1656,11.0,10.0,9.0,4.0,1,1.0,1,1.0,10.0,2.0,7.0,1,0.0,0.0,1,1.0,52.0,1,2,21,52,1,234.0,5.0,200000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1657,2.0,8.0,10.0,1.0,2,0.5,2,2.0,10.0,1.0,6.0,2,0.0,0.0,1,1.0,49.5,1,2,21,52,1,0.0,0.0,50000,"[4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
1658,0.0,0.0,1.0,0.0,1,1.0,2,0.0,15.0,0.0,1.0,1,0.0,0.0,1,1.0,72.0,1,2,21,52,1,234.0,5.0,100000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1659,6.0,11.0,8.0,8.0,1,1.0,2,1.0,5.0,1.0,2.0,1,0.0,0.0,1,1.0,62.0,1,2,21,52,1,234.0,5.0,100000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1660,18.0,23.0,34.0,8.0,3,0.6,5,3.0,40.0,1.0,6.0,2,0.0,1.0,3,0.6666666666666666,51.0,1,2,21,52,1,90.0,10.0,200000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1661,0.0,9.0,4.0,1.0,1,0.0,1,1.0,5.0,0.0,2.0,1,0.0,0.0,1,1.0,52.0,1,2,21,52,1,4.0,7.0,2000000,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
1662,0.0,9.0,7.0,0.0,1,0.0,1,1.0,10.0,3.0,8.0,1,0.0,0.0,1,1.0,57.0,1,2,21,52,1,234.0,5.0,300000,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
1663,7.0,24.0,20.0,7.0,1,1.0,6,3.0,45.0,1.0,9.0,3,1.0,0.0,2,0.6666666666666666,52.833333333333336,1,2,21,52,1,60.0,10.0,3000000,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1664,1.0,3.0,4.0,0.0,1,1.0,2,2.0,10.0,4.0,6.0,2,0.0,0.0,1,1.0,64.5,1,2,21,52,1,126.0,1.0,1000000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
1665,21.0,27.0,27.0,9.0,1,1.0,1,1.0,5.0,3.0,6.0,1,0.0,0.0,1,1.0,62.0,1,2,21,52,1,126.0,1.0,1000000,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
1666,21.0,7.0,9.0,1.0,1,0.0,1,1.0,10.0,1.0,7.0,1,0.0,0.0,1,1.0,52.0,2,2,22,53,1,4.0,1.0,100000,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
